grouping,metric,unit,row,column,mean,available_n,eligible_n
treatment,mutual_competition,rate,Communication,Chicken — Escalation,0.0,32,32
treatment,mutual_competition,rate,Communication,Stag Hunt — Incident response,0.34375,32,32
treatment,mutual_competition,rate,Communication,Battle of the Sexes — Protocol selection,0.21875,32,32
treatment,mutual_competition,rate,Communication,Weighted mean,0.1484375,128,128
treatment,mutual_competition,rate,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,mutual_competition,rate,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,mutual_competition,rate,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,mutual_competition,rate,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,mutual_competition,rate,Binding commitment,Weighted mean,0.0,128,128
treatment,mutual_competition,rate,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,mutual_competition,rate,Contract penalty,Chicken — Escalation,0.0,32,32
treatment,mutual_competition,rate,Contract penalty,Stag Hunt — Incident response,0.0,32,32
treatment,mutual_competition,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.03125,32,32
treatment,mutual_competition,rate,Contract penalty,Weighted mean,0.0078125,128,128
treatment,mutual_competition,rate,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,mutual_competition,rate,Side payment,Chicken — Escalation,0.0,32,32
treatment,mutual_competition,rate,Side payment,Stag Hunt — Incident response,0.0,32,32
treatment,mutual_competition,rate,Side payment,Battle of the Sexes — Protocol selection,0.0625,32,32
treatment,mutual_competition,rate,Side payment,Weighted mean,0.015625,128,128
treatment,mutual_competition,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.03125,32,32
treatment,mutual_competition,rate,Trusted mediator,Chicken — Escalation,0.0,32,32
treatment,mutual_competition,rate,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,mutual_competition,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.96875,32,32
treatment,mutual_competition,rate,Trusted mediator,Weighted mean,0.25,128,128
treatment,mutual_competition,rate,Average,Prisoner's Dilemma — Deployment race,0.020833333333333332,192,192
treatment,mutual_competition,rate,Average,Chicken — Escalation,0.0,192,192
treatment,mutual_competition,rate,Average,Stag Hunt — Incident response,0.109375,192,192
treatment,mutual_competition,rate,Average,Battle of the Sexes — Protocol selection,0.22916666666666666,192,192
treatment,mutual_competition,rate,Average,Weighted mean,0.08984375,768,768
treatment,coordination_success,rate,Baseline,Prisoner's Dilemma — Deployment race,0.71875,32,32
treatment,coordination_success,rate,Baseline,Chicken — Escalation,0.96875,32,32
treatment,coordination_success,rate,Baseline,Stag Hunt — Incident response,0.5625,32,32
treatment,coordination_success,rate,Baseline,Battle of the Sexes — Protocol selection,0.53125,32,32
treatment,coordination_success,rate,Baseline,Weighted mean,0.6953125,128,128
treatment,coordination_success,rate,Communication,Prisoner's Dilemma — Deployment race,0.75,32,32
treatment,coordination_success,rate,Communication,Chicken — Escalation,0.84375,32,32
treatment,coordination_success,rate,Communication,Stag Hunt — Incident response,0.71875,32,32
treatment,coordination_success,rate,Communication,Battle of the Sexes — Protocol selection,0.40625,32,32
treatment,coordination_success,rate,Communication,Weighted mean,0.6796875,128,128
treatment,coordination_success,rate,Binding commitment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,coordination_success,rate,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,coordination_success,rate,Binding commitment,Stag Hunt — Incident response,1.0,32,32
treatment,coordination_success,rate,Binding commitment,Battle of the Sexes — Protocol selection,1.0,32,32
treatment,coordination_success,rate,Binding commitment,Weighted mean,0.75,128,128
treatment,coordination_success,rate,Contract penalty,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,coordination_success,rate,Contract penalty,Chicken — Escalation,0.59375,32,32
treatment,coordination_success,rate,Contract penalty,Stag Hunt — Incident response,0.96875,32,32
treatment,coordination_success,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.5625,32,32
treatment,coordination_success,rate,Contract penalty,Weighted mean,0.78125,128,128
treatment,coordination_success,rate,Side payment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,coordination_success,rate,Side payment,Chicken — Escalation,1.0,32,32
treatment,coordination_success,rate,Side payment,Stag Hunt — Incident response,0.84375,32,32
treatment,coordination_success,rate,Side payment,Battle of the Sexes — Protocol selection,0.5,32,32
treatment,coordination_success,rate,Side payment,Weighted mean,0.8359375,128,128
treatment,coordination_success,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.90625,32,32
treatment,coordination_success,rate,Trusted mediator,Chicken — Escalation,0.21875,32,32
treatment,coordination_success,rate,Trusted mediator,Stag Hunt — Incident response,1.0,32,32
treatment,coordination_success,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.96875,32,32
treatment,coordination_success,rate,Trusted mediator,Weighted mean,0.7734375,128,128
treatment,coordination_success,rate,Average,Prisoner's Dilemma — Deployment race,0.8958333333333334,192,192
treatment,coordination_success,rate,Average,Chicken — Escalation,0.6041666666666666,192,192
treatment,coordination_success,rate,Average,Stag Hunt — Incident response,0.8489583333333334,192,192
treatment,coordination_success,rate,Average,Battle of the Sexes — Protocol selection,0.6614583333333334,192,192
treatment,coordination_success,rate,Average,Weighted mean,0.7526041666666666,768,768
treatment,miscoordination,rate,Baseline,Prisoner's Dilemma — Deployment race,0.28125,32,32
treatment,miscoordination,rate,Baseline,Chicken — Escalation,0.03125,32,32
treatment,miscoordination,rate,Baseline,Stag Hunt — Incident response,0.4375,32,32
treatment,miscoordination,rate,Baseline,Battle of the Sexes — Protocol selection,0.46875,32,32
treatment,miscoordination,rate,Baseline,Weighted mean,0.3046875,128,128
treatment,miscoordination,rate,Communication,Prisoner's Dilemma — Deployment race,0.25,32,32
treatment,miscoordination,rate,Communication,Chicken — Escalation,0.15625,32,32
treatment,miscoordination,rate,Communication,Stag Hunt — Incident response,0.28125,32,32
treatment,miscoordination,rate,Communication,Battle of the Sexes — Protocol selection,0.59375,32,32
treatment,miscoordination,rate,Communication,Weighted mean,0.3203125,128,128
treatment,miscoordination,rate,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,miscoordination,rate,Binding commitment,Chicken — Escalation,1.0,32,32
treatment,miscoordination,rate,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,miscoordination,rate,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,miscoordination,rate,Binding commitment,Weighted mean,0.25,128,128
treatment,miscoordination,rate,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,miscoordination,rate,Contract penalty,Chicken — Escalation,0.40625,32,32
treatment,miscoordination,rate,Contract penalty,Stag Hunt — Incident response,0.03125,32,32
treatment,miscoordination,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.4375,32,32
treatment,miscoordination,rate,Contract penalty,Weighted mean,0.21875,128,128
treatment,miscoordination,rate,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,miscoordination,rate,Side payment,Chicken — Escalation,0.0,32,32
treatment,miscoordination,rate,Side payment,Stag Hunt — Incident response,0.15625,32,32
treatment,miscoordination,rate,Side payment,Battle of the Sexes — Protocol selection,0.5,32,32
treatment,miscoordination,rate,Side payment,Weighted mean,0.1640625,128,128
treatment,miscoordination,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.09375,32,32
treatment,miscoordination,rate,Trusted mediator,Chicken — Escalation,0.78125,32,32
treatment,miscoordination,rate,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,miscoordination,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.03125,32,32
treatment,miscoordination,rate,Trusted mediator,Weighted mean,0.2265625,128,128
treatment,miscoordination,rate,Average,Prisoner's Dilemma — Deployment race,0.10416666666666667,192,192
treatment,miscoordination,rate,Average,Chicken — Escalation,0.3958333333333333,192,192
treatment,miscoordination,rate,Average,Stag Hunt — Incident response,0.15104166666666666,192,192
treatment,miscoordination,rate,Average,Battle of the Sexes — Protocol selection,0.3385416666666667,192,192
treatment,miscoordination,rate,Average,Weighted mean,0.24739583333333334,768,768
treatment,structural_success,rate,Baseline,Prisoner's Dilemma — Deployment race,0.65625,32,32
treatment,structural_success,rate,Baseline,Chicken — Escalation,0.03125,32,32
treatment,structural_success,rate,Baseline,Stag Hunt — Incident response,0.25,32,32
treatment,structural_success,rate,Baseline,Battle of the Sexes — Protocol selection,0.53125,32,32
treatment,structural_success,rate,Baseline,Weighted mean,0.3671875,128,128
treatment,structural_success,rate,Communication,Prisoner's Dilemma — Deployment race,0.71875,32,32
treatment,structural_success,rate,Communication,Chicken — Escalation,0.15625,32,32
treatment,structural_success,rate,Communication,Stag Hunt — Incident response,0.375,32,32
treatment,structural_success,rate,Communication,Battle of the Sexes — Protocol selection,0.40625,32,32
treatment,structural_success,rate,Communication,Weighted mean,0.4140625,128,128
treatment,structural_success,rate,Binding commitment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,structural_success,rate,Binding commitment,Chicken — Escalation,1.0,32,32
treatment,structural_success,rate,Binding commitment,Stag Hunt — Incident response,1.0,32,32
treatment,structural_success,rate,Binding commitment,Battle of the Sexes — Protocol selection,1.0,32,32
treatment,structural_success,rate,Binding commitment,Weighted mean,1.0,128,128
treatment,structural_success,rate,Contract penalty,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,structural_success,rate,Contract penalty,Chicken — Escalation,0.40625,32,32
treatment,structural_success,rate,Contract penalty,Stag Hunt — Incident response,0.96875,32,32
treatment,structural_success,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.5625,32,32
treatment,structural_success,rate,Contract penalty,Weighted mean,0.734375,128,128
treatment,structural_success,rate,Side payment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,structural_success,rate,Side payment,Chicken — Escalation,0.0,32,32
treatment,structural_success,rate,Side payment,Stag Hunt — Incident response,0.84375,32,32
treatment,structural_success,rate,Side payment,Battle of the Sexes — Protocol selection,0.5,32,32
treatment,structural_success,rate,Side payment,Weighted mean,0.5859375,128,128
treatment,structural_success,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.875,32,32
treatment,structural_success,rate,Trusted mediator,Chicken — Escalation,0.78125,32,32
treatment,structural_success,rate,Trusted mediator,Stag Hunt — Incident response,1.0,32,32
treatment,structural_success,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.96875,32,32
treatment,structural_success,rate,Trusted mediator,Weighted mean,0.90625,128,128
treatment,structural_success,rate,Average,Prisoner's Dilemma — Deployment race,0.875,192,192
treatment,structural_success,rate,Average,Chicken — Escalation,0.3958333333333333,192,192
treatment,structural_success,rate,Average,Stag Hunt — Incident response,0.7395833333333334,192,192
treatment,structural_success,rate,Average,Battle of the Sexes — Protocol selection,0.6614583333333334,192,192
treatment,structural_success,rate,Average,Weighted mean,0.66796875,768,768
treatment,expected_payoff_nash,rate,Baseline,Prisoner's Dilemma — Deployment race,0.0625,32,32
treatment,expected_payoff_nash,rate,Baseline,Chicken — Escalation,0.03125,32,32
treatment,expected_payoff_nash,rate,Baseline,Stag Hunt — Incident response,0.5625,32,32
treatment,expected_payoff_nash,rate,Baseline,Battle of the Sexes — Protocol selection,0.53125,32,32
treatment,expected_payoff_nash,rate,Baseline,Weighted mean,0.296875,128,128
treatment,expected_payoff_nash,rate,Communication,Prisoner's Dilemma — Deployment race,0.03125,32,32
treatment,expected_payoff_nash,rate,Communication,Chicken — Escalation,0.15625,32,32
treatment,expected_payoff_nash,rate,Communication,Stag Hunt — Incident response,0.71875,32,32
treatment,expected_payoff_nash,rate,Communication,Battle of the Sexes — Protocol selection,0.40625,32,32
treatment,expected_payoff_nash,rate,Communication,Weighted mean,0.328125,128,128
treatment,expected_payoff_nash,rate,Binding commitment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,expected_payoff_nash,rate,Binding commitment,Chicken — Escalation,1.0,32,32
treatment,expected_payoff_nash,rate,Binding commitment,Stag Hunt — Incident response,1.0,32,32
treatment,expected_payoff_nash,rate,Binding commitment,Battle of the Sexes — Protocol selection,1.0,32,32
treatment,expected_payoff_nash,rate,Binding commitment,Weighted mean,1.0,128,128
treatment,expected_payoff_nash,rate,Contract penalty,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,expected_payoff_nash,rate,Contract penalty,Chicken — Escalation,0.40625,32,32
treatment,expected_payoff_nash,rate,Contract penalty,Stag Hunt — Incident response,0.96875,32,32
treatment,expected_payoff_nash,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.5625,32,32
treatment,expected_payoff_nash,rate,Contract penalty,Weighted mean,0.734375,128,128
treatment,expected_payoff_nash,rate,Side payment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,expected_payoff_nash,rate,Side payment,Chicken — Escalation,0.0,32,32
treatment,expected_payoff_nash,rate,Side payment,Stag Hunt — Incident response,0.84375,32,32
treatment,expected_payoff_nash,rate,Side payment,Battle of the Sexes — Protocol selection,0.5,32,32
treatment,expected_payoff_nash,rate,Side payment,Weighted mean,0.5859375,128,128
treatment,expected_payoff_nash,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.03125,32,32
treatment,expected_payoff_nash,rate,Trusted mediator,Chicken — Escalation,0.78125,32,32
treatment,expected_payoff_nash,rate,Trusted mediator,Stag Hunt — Incident response,1.0,32,32
treatment,expected_payoff_nash,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.96875,32,32
treatment,expected_payoff_nash,rate,Trusted mediator,Weighted mean,0.6953125,128,128
treatment,expected_payoff_nash,rate,Average,Prisoner's Dilemma — Deployment race,0.5208333333333334,192,192
treatment,expected_payoff_nash,rate,Average,Chicken — Escalation,0.3958333333333333,192,192
treatment,expected_payoff_nash,rate,Average,Stag Hunt — Incident response,0.8489583333333334,192,192
treatment,expected_payoff_nash,rate,Average,Battle of the Sexes — Protocol selection,0.6614583333333334,192,192
treatment,expected_payoff_nash,rate,Average,Weighted mean,0.6067708333333334,768,768
treatment,row_expected_regret,utility,Baseline,Prisoner's Dilemma — Deployment race,1.9504687499999998,32,32
treatment,row_expected_regret,utility,Baseline,Chicken — Escalation,3.2840624999999997,32,32
treatment,row_expected_regret,utility,Baseline,Stag Hunt — Incident response,3.3,32,32
treatment,row_expected_regret,utility,Baseline,Battle of the Sexes — Protocol selection,9.4015625,32,32
treatment,row_expected_regret,utility,Baseline,Weighted mean,4.484023437499999,128,128
treatment,row_expected_regret,utility,Communication,Prisoner's Dilemma — Deployment race,2.05765625,32,32
treatment,row_expected_regret,utility,Communication,Chicken — Escalation,2.8603124999999996,32,32
treatment,row_expected_regret,utility,Communication,Stag Hunt — Incident response,1.3234375,32,32
treatment,row_expected_regret,utility,Communication,Battle of the Sexes — Protocol selection,13.0921875,32,32
treatment,row_expected_regret,utility,Communication,Weighted mean,4.8333984375,128,128
treatment,row_expected_regret,utility,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,row_expected_regret,utility,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,row_expected_regret,utility,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,row_expected_regret,utility,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,row_expected_regret,utility,Binding commitment,Weighted mean,0.0,128,128
treatment,row_expected_regret,utility,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,row_expected_regret,utility,Contract penalty,Chicken — Escalation,0.0,32,32
treatment,row_expected_regret,utility,Contract penalty,Stag Hunt — Incident response,0.20875,32,32
treatment,row_expected_regret,utility,Contract penalty,Battle of the Sexes — Protocol selection,8.219375,32,32
treatment,row_expected_regret,utility,Contract penalty,Weighted mean,2.10703125,128,128
treatment,row_expected_regret,utility,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,row_expected_regret,utility,Side payment,Chicken — Escalation,0.3899999999999988,32,32
treatment,row_expected_regret,utility,Side payment,Stag Hunt — Incident response,0.98828125,32,32
treatment,row_expected_regret,utility,Side payment,Battle of the Sexes — Protocol selection,11.446875,32,32
treatment,row_expected_regret,utility,Side payment,Weighted mean,3.2062890625,128,128
treatment,row_expected_regret,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,2.2006249999999996,32,32
treatment,row_expected_regret,utility,Trusted mediator,Chicken — Escalation,0.7415624999999999,32,32
treatment,row_expected_regret,utility,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,row_expected_regret,utility,Trusted mediator,Battle of the Sexes — Protocol selection,0.6890625,32,32
treatment,row_expected_regret,utility,Trusted mediator,Weighted mean,0.9078124999999999,128,128
treatment,row_expected_regret,utility,Average,Prisoner's Dilemma — Deployment race,1.0347916666666666,192,192
treatment,row_expected_regret,utility,Average,Chicken — Escalation,1.2126562499999995,192,192
treatment,row_expected_regret,utility,Average,Stag Hunt — Incident response,0.970078125,192,192
treatment,row_expected_regret,utility,Average,Battle of the Sexes — Protocol selection,7.141510416666667,192,192
treatment,row_expected_regret,utility,Average,Weighted mean,2.5897591145833334,768,768
treatment,column_expected_regret,utility,Baseline,Prisoner's Dilemma — Deployment race,1.8004687499999998,32,32
treatment,column_expected_regret,utility,Baseline,Chicken — Escalation,3.2840624999999997,32,32
treatment,column_expected_regret,utility,Baseline,Stag Hunt — Incident response,2.7921875,32,32
treatment,column_expected_regret,utility,Baseline,Battle of the Sexes — Protocol selection,9.4015625,32,32
treatment,column_expected_regret,utility,Baseline,Weighted mean,4.3195703125,128,128
treatment,column_expected_regret,utility,Communication,Prisoner's Dilemma — Deployment race,1.9576562499999999,32,32
treatment,column_expected_regret,utility,Communication,Chicken — Escalation,2.8603124999999996,32,32
treatment,column_expected_regret,utility,Communication,Stag Hunt — Incident response,2.59296875,32,32
treatment,column_expected_regret,utility,Communication,Battle of the Sexes — Protocol selection,13.0921875,32,32
treatment,column_expected_regret,utility,Communication,Weighted mean,5.12578125,128,128
treatment,column_expected_regret,utility,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,column_expected_regret,utility,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,column_expected_regret,utility,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,column_expected_regret,utility,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,column_expected_regret,utility,Binding commitment,Weighted mean,0.0,128,128
treatment,column_expected_regret,utility,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,column_expected_regret,utility,Contract penalty,Chicken — Escalation,4.2571875,32,32
treatment,column_expected_regret,utility,Contract penalty,Stag Hunt — Incident response,0.22640625000000003,32,32
treatment,column_expected_regret,utility,Contract penalty,Battle of the Sexes — Protocol selection,9.636875,32,32
treatment,column_expected_regret,utility,Contract penalty,Weighted mean,3.5301171874999997,128,128
treatment,column_expected_regret,utility,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,column_expected_regret,utility,Side payment,Chicken — Escalation,0.3899999999999988,32,32
treatment,column_expected_regret,utility,Side payment,Stag Hunt — Incident response,1.1875,32,32
treatment,column_expected_regret,utility,Side payment,Battle of the Sexes — Protocol selection,11.446875,32,32
treatment,column_expected_regret,utility,Side payment,Weighted mean,3.25609375,128,128
treatment,column_expected_regret,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,2.3506249999999995,32,32
treatment,column_expected_regret,utility,Trusted mediator,Chicken — Escalation,0.7415624999999999,32,32
treatment,column_expected_regret,utility,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,column_expected_regret,utility,Trusted mediator,Battle of the Sexes — Protocol selection,0.6890625,32,32
treatment,column_expected_regret,utility,Trusted mediator,Weighted mean,0.9453124999999999,128,128
treatment,column_expected_regret,utility,Average,Prisoner's Dilemma — Deployment race,1.018125,192,192
treatment,column_expected_regret,utility,Average,Chicken — Escalation,1.9221874999999997,192,192
treatment,column_expected_regret,utility,Average,Stag Hunt — Incident response,1.1331770833333332,192,192
treatment,column_expected_regret,utility,Average,Battle of the Sexes — Protocol selection,7.377760416666667,192,192
treatment,column_expected_regret,utility,Average,Weighted mean,2.8628125,768,768
treatment,own_expected_regret,utility,Baseline,Prisoner's Dilemma — Deployment race,1.8754687499999998,32,32
treatment,own_expected_regret,utility,Baseline,Chicken — Escalation,3.2840624999999997,32,32
treatment,own_expected_regret,utility,Baseline,Stag Hunt — Incident response,3.04609375,32,32
treatment,own_expected_regret,utility,Baseline,Battle of the Sexes — Protocol selection,9.4015625,32,32
treatment,own_expected_regret,utility,Baseline,Weighted mean,4.401796875,128,128
treatment,own_expected_regret,utility,Communication,Prisoner's Dilemma — Deployment race,2.0076562499999997,32,32
treatment,own_expected_regret,utility,Communication,Chicken — Escalation,2.8603124999999996,32,32
treatment,own_expected_regret,utility,Communication,Stag Hunt — Incident response,1.9582031249999998,32,32
treatment,own_expected_regret,utility,Communication,Battle of the Sexes — Protocol selection,13.0921875,32,32
treatment,own_expected_regret,utility,Communication,Weighted mean,4.97958984375,128,128
treatment,own_expected_regret,utility,Binding commitment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,own_expected_regret,utility,Binding commitment,Chicken — Escalation,0.0,32,32
treatment,own_expected_regret,utility,Binding commitment,Stag Hunt — Incident response,0.0,32,32
treatment,own_expected_regret,utility,Binding commitment,Battle of the Sexes — Protocol selection,0.0,32,32
treatment,own_expected_regret,utility,Binding commitment,Weighted mean,0.0,128,128
treatment,own_expected_regret,utility,Contract penalty,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,own_expected_regret,utility,Contract penalty,Chicken — Escalation,2.12859375,32,32
treatment,own_expected_regret,utility,Contract penalty,Stag Hunt — Incident response,0.217578125,32,32
treatment,own_expected_regret,utility,Contract penalty,Battle of the Sexes — Protocol selection,8.928125,32,32
treatment,own_expected_regret,utility,Contract penalty,Weighted mean,2.81857421875,128,128
treatment,own_expected_regret,utility,Side payment,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,own_expected_regret,utility,Side payment,Chicken — Escalation,0.3899999999999988,32,32
treatment,own_expected_regret,utility,Side payment,Stag Hunt — Incident response,1.087890625,32,32
treatment,own_expected_regret,utility,Side payment,Battle of the Sexes — Protocol selection,11.446875,32,32
treatment,own_expected_regret,utility,Side payment,Weighted mean,3.23119140625,128,128
treatment,own_expected_regret,utility,Trusted mediator,Prisoner's Dilemma — Deployment race,2.275625,32,32
treatment,own_expected_regret,utility,Trusted mediator,Chicken — Escalation,0.7415624999999999,32,32
treatment,own_expected_regret,utility,Trusted mediator,Stag Hunt — Incident response,0.0,32,32
treatment,own_expected_regret,utility,Trusted mediator,Battle of the Sexes — Protocol selection,0.6890625,32,32
treatment,own_expected_regret,utility,Trusted mediator,Weighted mean,0.9265625,128,128
treatment,own_expected_regret,utility,Average,Prisoner's Dilemma — Deployment race,1.0264583333333333,192,192
treatment,own_expected_regret,utility,Average,Chicken — Escalation,1.5674218749999997,192,192
treatment,own_expected_regret,utility,Average,Stag Hunt — Incident response,1.0516276041666666,192,192
treatment,own_expected_regret,utility,Average,Battle of the Sexes — Protocol selection,7.259635416666666,192,192
treatment,own_expected_regret,utility,Average,Weighted mean,2.7262858072916667,768,768
treatment,best_response_rate,rate,Baseline,Prisoner's Dilemma — Deployment race,0.203125,32,32
treatment,best_response_rate,rate,Baseline,Chicken — Escalation,0.03125,32,32
treatment,best_response_rate,rate,Baseline,Stag Hunt — Incident response,0.5625,32,32
treatment,best_response_rate,rate,Baseline,Battle of the Sexes — Protocol selection,0.53125,32,32
treatment,best_response_rate,rate,Baseline,Weighted mean,0.33203125,128,128
treatment,best_response_rate,rate,Communication,Prisoner's Dilemma — Deployment race,0.15625,32,32
treatment,best_response_rate,rate,Communication,Chicken — Escalation,0.15625,32,32
treatment,best_response_rate,rate,Communication,Stag Hunt — Incident response,0.71875,32,32
treatment,best_response_rate,rate,Communication,Battle of the Sexes — Protocol selection,0.40625,32,32
treatment,best_response_rate,rate,Communication,Weighted mean,0.359375,128,128
treatment,best_response_rate,rate,Binding commitment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,best_response_rate,rate,Binding commitment,Chicken — Escalation,1.0,32,32
treatment,best_response_rate,rate,Binding commitment,Stag Hunt — Incident response,1.0,32,32
treatment,best_response_rate,rate,Binding commitment,Battle of the Sexes — Protocol selection,1.0,32,32
treatment,best_response_rate,rate,Binding commitment,Weighted mean,1.0,128,128
treatment,best_response_rate,rate,Contract penalty,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,best_response_rate,rate,Contract penalty,Chicken — Escalation,0.703125,32,32
treatment,best_response_rate,rate,Contract penalty,Stag Hunt — Incident response,0.96875,32,32
treatment,best_response_rate,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.5625,32,32
treatment,best_response_rate,rate,Contract penalty,Weighted mean,0.80859375,128,128
treatment,best_response_rate,rate,Side payment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,best_response_rate,rate,Side payment,Chicken — Escalation,0.0,32,32
treatment,best_response_rate,rate,Side payment,Stag Hunt — Incident response,0.84375,32,32
treatment,best_response_rate,rate,Side payment,Battle of the Sexes — Protocol selection,0.5,32,32
treatment,best_response_rate,rate,Side payment,Weighted mean,0.5859375,128,128
treatment,best_response_rate,rate,Trusted mediator,Prisoner's Dilemma — Deployment race,0.078125,32,32
treatment,best_response_rate,rate,Trusted mediator,Chicken — Escalation,0.78125,32,32
treatment,best_response_rate,rate,Trusted mediator,Stag Hunt — Incident response,1.0,32,32
treatment,best_response_rate,rate,Trusted mediator,Battle of the Sexes — Protocol selection,0.96875,32,32
treatment,best_response_rate,rate,Trusted mediator,Weighted mean,0.70703125,128,128
treatment,best_response_rate,rate,Average,Prisoner's Dilemma — Deployment race,0.5729166666666666,192,192
treatment,best_response_rate,rate,Average,Chicken — Escalation,0.4453125,192,192
treatment,best_response_rate,rate,Average,Stag Hunt — Incident response,0.8489583333333334,192,192
treatment,best_response_rate,rate,Average,Battle of the Sexes — Protocol selection,0.6614583333333334,192,192
treatment,best_response_rate,rate,Average,Weighted mean,0.6321614583333334,768,768
treatment,safe_equilibrium,rate,Baseline,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,safe_equilibrium,rate,Baseline,Chicken — Escalation,0.03125,32,32
treatment,safe_equilibrium,rate,Baseline,Stag Hunt — Incident response,0.5625,32,32
treatment,safe_equilibrium,rate,Baseline,Battle of the Sexes — Protocol selection,0.53125,32,32
treatment,safe_equilibrium,rate,Baseline,Weighted mean,0.28125,128,128
treatment,safe_equilibrium,rate,Communication,Prisoner's Dilemma — Deployment race,0.0,32,32
treatment,safe_equilibrium,rate,Communication,Chicken — Escalation,0.15625,32,32
treatment,safe_equilibrium,rate,Communication,Stag Hunt — Incident response,0.71875,32,32
treatment,safe_equilibrium,rate,Communication,Battle of the Sexes — Protocol selection,0.40625,32,32
treatment,safe_equilibrium,rate,Communication,Weighted mean,0.3203125,128,128
treatment,safe_equilibrium,rate,Binding commitment,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,safe_equilibrium,rate,Binding commitment,Chicken — Escalation,1.0,32,32
treatment,safe_equilibrium,rate,Binding commitment,Stag Hunt — Incident response,1.0,32,32
treatment,safe_equilibrium,rate,Binding commitment,Battle of the Sexes — Protocol selection,1.0,32,32
treatment,safe_equilibrium,rate,Binding commitment,Weighted mean,1.0,128,128
treatment,safe_equilibrium,rate,Contract penalty,Prisoner's Dilemma — Deployment race,1.0,32,32
treatment,safe_equilibrium,rate,Contract penalty,Chicken — Escalation,0.40625,32,32
treatment,safe_equilibrium,rate,Contract penalty,Stag Hunt — Incident response,0.96875,32,32
treatment,safe_equilibrium,rate,Contract penalty,Battle of the Sexes — Protocol selection,0.5625,32,32
