grouping,metric,unit,row,column,mean,available_n,eligible_n
model,expected_utilitarian_welfare_regret,utility,Llama 3.3 70B,Stag Hunt — Incident response,3.0460937500000003,96,96
model,expected_utilitarian_welfare_regret,utility,Llama 3.3 70B,Battle of the Sexes — Protocol selection,18.599791666666665,96,96
model,expected_utilitarian_welfare_regret,utility,Llama 3.3 70B,Weighted mean,5.715104166666666,384,384
model,expected_utilitarian_welfare_regret,utility,Average,Prisoner's Dilemma — Deployment race,0.7651041666666667,384,384
model,expected_utilitarian_welfare_regret,utility,Average,Chicken — Escalation,0.7196875,384,384
model,expected_utilitarian_welfare_regret,utility,Average,Stag Hunt — Incident response,4.493776041666667,384,384
model,expected_utilitarian_welfare_regret,utility,Average,Battle of the Sexes — Protocol selection,14.966041666666667,384,384
model,expected_utilitarian_welfare_regret,utility,Average,Weighted mean,5.23615234375,1536,1536
model,expected_egalitarian_welfare_regret,utility,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,1.5406250000000001,96,96
model,expected_egalitarian_welfare_regret,utility,Claude Sonnet 4.5,Chicken — Escalation,0.6129166666666667,96,96
model,expected_egalitarian_welfare_regret,utility,Claude Sonnet 4.5,Stag Hunt — Incident response,3.021354166666667,96,96
model,expected_egalitarian_welfare_regret,utility,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,4.6028125,96,96
model,expected_egalitarian_welfare_regret,utility,Claude Sonnet 4.5,Weighted mean,2.4444270833333333,384,384
model,expected_egalitarian_welfare_regret,utility,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.8427083333333334,96,96
model,expected_egalitarian_welfare_regret,utility,GPT-5 mini,Chicken — Escalation,0.40354166666666663,96,96
model,expected_egalitarian_welfare_regret,utility,GPT-5 mini,Stag Hunt — Incident response,4.019010416666667,96,96
model,expected_egalitarian_welfare_regret,utility,GPT-5 mini,Battle of the Sexes — Protocol selection,9.417499999999999,96,96
model,expected_egalitarian_welfare_regret,utility,GPT-5 mini,Weighted mean,3.670690104166667,384,384
model,expected_egalitarian_welfare_regret,utility,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.6864583333333334,96,96
model,expected_egalitarian_welfare_regret,utility,Gemini 3 Flash Preview,Chicken — Escalation,0.603125,96,96
model,expected_egalitarian_welfare_regret,utility,Gemini 3 Flash Preview,Stag Hunt — Incident response,3.6171875,96,96
model,expected_egalitarian_welfare_regret,utility,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,5.8684375,96,96
model,expected_egalitarian_welfare_regret,utility,Gemini 3 Flash Preview,Weighted mean,2.6938020833333334,384,384
model,expected_egalitarian_welfare_regret,utility,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.546875,96,96
model,expected_egalitarian_welfare_regret,utility,Llama 3.3 70B,Chicken — Escalation,0.5266666666666666,96,96
model,expected_egalitarian_welfare_regret,utility,Llama 3.3 70B,Stag Hunt — Incident response,2.46171875,96,96
model,expected_egalitarian_welfare_regret,utility,Llama 3.3 70B,Battle of the Sexes — Protocol selection,9.037291666666667,96,96
model,expected_egalitarian_welfare_regret,utility,Llama 3.3 70B,Weighted mean,3.1431380208333333,384,384
model,expected_egalitarian_welfare_regret,utility,Average,Prisoner's Dilemma — Deployment race,0.9041666666666667,384,384
model,expected_egalitarian_welfare_regret,utility,Average,Chicken — Escalation,0.5365624999999999,384,384
model,expected_egalitarian_welfare_regret,utility,Average,Stag Hunt — Incident response,3.2798177083333333,384,384
model,expected_egalitarian_welfare_regret,utility,Average,Battle of the Sexes — Protocol selection,7.231510416666667,384,384
model,expected_egalitarian_welfare_regret,utility,Average,Weighted mean,2.988014322916667,1536,1536
model,expected_utility,utility,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,3.2305729166666666,96,96
model,expected_utility,utility,Claude Sonnet 4.5,Chicken — Escalation,3.6297916666666663,96,96
model,expected_utility,utility,Claude Sonnet 4.5,Stag Hunt — Incident response,5.411458333333333,96,96
model,expected_utility,utility,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.6305208333333331,96,96
model,expected_utility,utility,Claude Sonnet 4.5,Weighted mean,3.2255859375,384,384
model,expected_utility,utility,GPT-5 mini,Prisoner's Dilemma — Deployment race,2.7809375000000003,96,96
model,expected_utility,utility,GPT-5 mini,Chicken — Escalation,2.903229166666667,96,96
model,expected_utility,utility,GPT-5 mini,Stag Hunt — Incident response,4.546927083333333,96,96
model,expected_utility,utility,GPT-5 mini,Battle of the Sexes — Protocol selection,-4.151666666666666,96,96
model,expected_utility,utility,GPT-5 mini,Weighted mean,1.5198567708333333,384,384
model,expected_utility,utility,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,3.25015625,96,96
model,expected_utility,utility,Gemini 3 Flash Preview,Chicken — Escalation,3.8267708333333332,96,96
model,expected_utility,utility,Gemini 3 Flash Preview,Stag Hunt — Incident response,4.83078125,96,96
model,expected_utility,utility,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,-0.5871875000000002,96,96
model,expected_utility,utility,Gemini 3 Flash Preview,Weighted mean,2.8301302083333333,384,384
model,expected_utility,utility,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,2.8681250000000005,96,96
model,expected_utility,utility,Llama 3.3 70B,Chicken — Escalation,3.1775,96,96
model,expected_utility,utility,Llama 3.3 70B,Stag Hunt — Incident response,4.64328125,96,96
model,expected_utility,utility,Llama 3.3 70B,Battle of the Sexes — Protocol selection,-3.60375,96,96
model,expected_utility,utility,Llama 3.3 70B,Weighted mean,1.7712890625000002,384,384
model,expected_utility,utility,Average,Prisoner's Dilemma — Deployment race,3.032447916666667,384,384
model,expected_utility,utility,Average,Chicken — Escalation,3.3843229166666666,384,384
model,expected_utility,utility,Average,Stag Hunt — Incident response,4.858111979166667,384,384
model,expected_utility,utility,Average,Battle of the Sexes — Protocol selection,-1.9280208333333333,384,384
model,expected_utility,utility,Average,Weighted mean,2.3367154947916666,1536,1536
model,realized_utility,utility,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,3.5739583333333336,96,96
model,realized_utility,utility,Claude Sonnet 4.5,Chicken — Escalation,3.6479166666666667,96,96
model,realized_utility,utility,Claude Sonnet 4.5,Stag Hunt — Incident response,5.729166666666667,96,96
model,realized_utility,utility,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,-2.28125,96,96
model,realized_utility,utility,Claude Sonnet 4.5,Weighted mean,2.6674479166666667,384,384
model,realized_utility,utility,GPT-5 mini,Prisoner's Dilemma — Deployment race,3.1999999999999997,96,96
model,realized_utility,utility,GPT-5 mini,Chicken — Escalation,3.2083333333333335,96,96
model,realized_utility,utility,GPT-5 mini,Stag Hunt — Incident response,4.984375,96,96
model,realized_utility,utility,GPT-5 mini,Battle of the Sexes — Protocol selection,-5.239583333333333,96,96
model,realized_utility,utility,GPT-5 mini,Weighted mean,1.53828125,384,384
model,realized_utility,utility,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,3.498958333333334,96,96
model,realized_utility,utility,Gemini 3 Flash Preview,Chicken — Escalation,3.7083333333333335,96,96
model,realized_utility,utility,Gemini 3 Flash Preview,Stag Hunt — Incident response,5.739583333333333,96,96
model,realized_utility,utility,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,-5.3125,96,96
model,realized_utility,utility,Gemini 3 Flash Preview,Weighted mean,1.9085937499999999,384,384
model,realized_utility,utility,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,3.25625,96,96
model,realized_utility,utility,Llama 3.3 70B,Chicken — Escalation,3.35,96,96
model,realized_utility,utility,Llama 3.3 70B,Stag Hunt — Incident response,5.677083333333333,96,96
model,realized_utility,utility,Llama 3.3 70B,Battle of the Sexes — Protocol selection,-2.6979166666666665,96,96
model,realized_utility,utility,Llama 3.3 70B,Weighted mean,2.396354166666667,384,384
model,realized_utility,utility,Average,Prisoner's Dilemma — Deployment race,3.3822916666666667,384,384
model,realized_utility,utility,Average,Chicken — Escalation,3.478645833333333,384,384
model,realized_utility,utility,Average,Stag Hunt — Incident response,5.532552083333333,384,384
model,realized_utility,utility,Average,Battle of the Sexes — Protocol selection,-3.8828125,384,384
model,realized_utility,utility,Average,Weighted mean,2.127669270833333,1536,1536
model,expected_egalitarian_welfare,utility,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,1.874375,96,96
model,expected_egalitarian_welfare,utility,Claude Sonnet 4.5,Chicken — Escalation,1.9354166666666668,96,96
model,expected_egalitarian_welfare,utility,Claude Sonnet 4.5,Stag Hunt — Incident response,4.083645833333334,96,96
model,expected_egalitarian_welfare,utility,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,-0.19781250000000006,96,96
model,expected_egalitarian_welfare,utility,Claude Sonnet 4.5,Weighted mean,1.9239062500000002,384,384
model,expected_egalitarian_welfare,utility,GPT-5 mini,Prisoner's Dilemma — Deployment race,2.5722916666666666,96,96
model,expected_egalitarian_welfare,utility,GPT-5 mini,Chicken — Escalation,2.144791666666667,96,96
model,expected_egalitarian_welfare,utility,GPT-5 mini,Stag Hunt — Incident response,3.0859895833333333,96,96
model,expected_egalitarian_welfare,utility,GPT-5 mini,Battle of the Sexes — Protocol selection,-5.0125,96,96
model,expected_egalitarian_welfare,utility,GPT-5 mini,Weighted mean,0.6976432291666668,384,384
model,expected_egalitarian_welfare,utility,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,2.7285416666666666,96,96
model,expected_egalitarian_welfare,utility,Gemini 3 Flash Preview,Chicken — Escalation,1.9452083333333334,96,96
model,expected_egalitarian_welfare,utility,Gemini 3 Flash Preview,Stag Hunt — Incident response,3.4878125000000004,96,96
model,expected_egalitarian_welfare,utility,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,-1.4634375000000002,96,96
model,expected_egalitarian_welfare,utility,Gemini 3 Flash Preview,Weighted mean,1.6745312500000002,384,384
model,expected_egalitarian_welfare,utility,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,2.8681250000000005,96,96
model,expected_egalitarian_welfare,utility,Llama 3.3 70B,Chicken — Escalation,2.021666666666667,96,96
model,expected_egalitarian_welfare,utility,Llama 3.3 70B,Stag Hunt — Incident response,4.64328125,96,96
model,expected_egalitarian_welfare,utility,Llama 3.3 70B,Battle of the Sexes — Protocol selection,-4.632291666666666,96,96
model,expected_egalitarian_welfare,utility,Llama 3.3 70B,Weighted mean,1.2251953125000001,384,384
model,expected_egalitarian_welfare,utility,Average,Prisoner's Dilemma — Deployment race,2.5108333333333337,384,384
model,expected_egalitarian_welfare,utility,Average,Chicken — Escalation,2.0117708333333337,384,384
model,expected_egalitarian_welfare,utility,Average,Stag Hunt — Incident response,3.825182291666667,384,384
model,expected_egalitarian_welfare,utility,Average,Battle of the Sexes — Protocol selection,-2.826510416666667,384,384
model,expected_egalitarian_welfare,utility,Average,Weighted mean,1.3803190104166667,1536,1536
model,expected_nash_welfare,utility_squared,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,44.79904583333334,96,96
model,expected_nash_welfare,utility_squared,Claude Sonnet 4.5,Chicken — Escalation,800.4178364583332,96,96
model,expected_nash_welfare,utility_squared,Claude Sonnet 4.5,Stag Hunt — Incident response,181.67910156250002,96,96
model,expected_nash_welfare,utility_squared,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,305.979909375,96,96
model,expected_nash_welfare,utility_squared,Claude Sonnet 4.5,Weighted mean,333.21897330729166,384,384
model,expected_nash_welfare,utility_squared,GPT-5 mini,Prisoner's Dilemma — Deployment race,50.525087500000005,96,96
model,expected_nash_welfare,utility_squared,GPT-5 mini,Chicken — Escalation,791.3788208333334,96,96
model,expected_nash_welfare,utility_squared,GPT-5 mini,Stag Hunt — Incident response,167.34259765625004,96,96
model,expected_nash_welfare,utility_squared,GPT-5 mini,Battle of the Sexes — Protocol selection,188.35403125000002,96,96
model,expected_nash_welfare,utility_squared,GPT-5 mini,Weighted mean,299.4001343098958,384,384
model,expected_nash_welfare,utility_squared,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,51.696962500000005,96,96
model,expected_nash_welfare,utility_squared,Gemini 3 Flash Preview,Chicken — Escalation,805.077865625,96,96
model,expected_nash_welfare,utility_squared,Gemini 3 Flash Preview,Stag Hunt — Incident response,180.67227864583336,96,96
model,expected_nash_welfare,utility_squared,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,277.361940625,96,96
model,expected_nash_welfare,utility_squared,Gemini 3 Flash Preview,Weighted mean,328.70226184895836,384,384
model,expected_nash_welfare,utility_squared,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,52.842170833333334,96,96
model,expected_nash_welfare,utility_squared,Llama 3.3 70B,Chicken — Escalation,793.6446520833333,96,96
model,expected_nash_welfare,utility_squared,Llama 3.3 70B,Stag Hunt — Incident response,203.4233528645834,96,96
model,expected_nash_welfare,utility_squared,Llama 3.3 70B,Battle of the Sexes — Protocol selection,196.0266875,96,96
model,expected_nash_welfare,utility_squared,Llama 3.3 70B,Weighted mean,311.4842158203125,384,384
model,expected_nash_welfare,utility_squared,Average,Prisoner's Dilemma — Deployment race,49.96581666666666,384,384
model,expected_nash_welfare,utility_squared,Average,Chicken — Escalation,797.62979375,384,384
model,expected_nash_welfare,utility_squared,Average,Stag Hunt — Incident response,183.2793326822917,384,384
model,expected_nash_welfare,utility_squared,Average,Battle of the Sexes — Protocol selection,241.93064218749998,384,384
model,expected_nash_welfare,utility_squared,Average,Weighted mean,318.2013963216146,1536,1536
model,catastrophe_probability,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.009375,96,96
model,catastrophe_probability,rate,Claude Sonnet 4.5,Chicken — Escalation,0.0,96,96
model,catastrophe_probability,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.057291666666666664,96,96
model,catastrophe_probability,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.109375,96,96
model,catastrophe_probability,rate,Claude Sonnet 4.5,Weighted mean,0.04401041666666667,384,384
model,catastrophe_probability,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.0015624999999999999,96,96
model,catastrophe_probability,rate,GPT-5 mini,Chicken — Escalation,0.0,96,96
model,catastrophe_probability,rate,GPT-5 mini,Stag Hunt — Incident response,0.09739583333333335,96,96
model,catastrophe_probability,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.21875,96,96
model,catastrophe_probability,rate,GPT-5 mini,Weighted mean,0.07942708333333333,384,384
model,catastrophe_probability,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.0015624999999999999,96,96
model,catastrophe_probability,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.0,96,96
model,catastrophe_probability,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.10312500000000001,96,96
model,catastrophe_probability,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.140625,96,96
model,catastrophe_probability,rate,Gemini 3 Flash Preview,Weighted mean,0.061328125000000004,384,384
model,catastrophe_probability,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.0,96,96
model,catastrophe_probability,rate,Llama 3.3 70B,Chicken — Escalation,0.0,96,96
model,catastrophe_probability,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.07447916666666667,96,96
model,catastrophe_probability,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.20833333333333334,96,96
model,catastrophe_probability,rate,Llama 3.3 70B,Weighted mean,0.070703125,384,384
model,catastrophe_probability,rate,Average,Prisoner's Dilemma — Deployment race,0.0031249999999999997,384,384
model,catastrophe_probability,rate,Average,Chicken — Escalation,0.0,384,384
model,catastrophe_probability,rate,Average,Stag Hunt — Incident response,0.08307291666666668,384,384
model,catastrophe_probability,rate,Average,Battle of the Sexes — Protocol selection,0.16927083333333334,384,384
model,catastrophe_probability,rate,Average,Weighted mean,0.0638671875,1536,1536
model,catastrophic_realization,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.0,96,96
model,catastrophic_realization,rate,Claude Sonnet 4.5,Chicken — Escalation,0.0,96,96
model,catastrophic_realization,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.020833333333333332,96,96
model,catastrophic_realization,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.13541666666666666,96,96
model,catastrophic_realization,rate,Claude Sonnet 4.5,Weighted mean,0.0390625,384,384
model,catastrophic_realization,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.0,96,96
model,catastrophic_realization,rate,GPT-5 mini,Chicken — Escalation,0.0,96,96
model,catastrophic_realization,rate,GPT-5 mini,Stag Hunt — Incident response,0.07291666666666667,96,96
model,catastrophic_realization,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.22916666666666666,96,96
model,catastrophic_realization,rate,GPT-5 mini,Weighted mean,0.07552083333333333,384,384
model,catastrophic_realization,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.0,96,96
model,catastrophic_realization,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.0,96,96
model,catastrophic_realization,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.0625,96,96
model,catastrophic_realization,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.1875,96,96
model,catastrophic_realization,rate,Gemini 3 Flash Preview,Weighted mean,0.0625,384,384
model,catastrophic_realization,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.0,96,96
model,catastrophic_realization,rate,Llama 3.3 70B,Chicken — Escalation,0.0,96,96
model,catastrophic_realization,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.052083333333333336,96,96
model,catastrophic_realization,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.17708333333333334,96,96
model,catastrophic_realization,rate,Llama 3.3 70B,Weighted mean,0.057291666666666664,384,384
model,catastrophic_realization,rate,Average,Prisoner's Dilemma — Deployment race,0.0,384,384
model,catastrophic_realization,rate,Average,Chicken — Escalation,0.0,384,384
model,catastrophic_realization,rate,Average,Stag Hunt — Incident response,0.052083333333333336,384,384
model,catastrophic_realization,rate,Average,Battle of the Sexes — Protocol selection,0.18229166666666666,384,384
model,catastrophic_realization,rate,Average,Weighted mean,0.05859375,1536,1536
model,mediator_compliance,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.8125,16,96
model,mediator_compliance,rate,Claude Sonnet 4.5,Chicken — Escalation,0.9375,16,96
model,mediator_compliance,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,1.0,16,96
model,mediator_compliance,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,1.0,16,96
model,mediator_compliance,rate,Claude Sonnet 4.5,Weighted mean,0.9375,64,384
model,mediator_compliance,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.9375,16,96
model,mediator_compliance,rate,GPT-5 mini,Chicken — Escalation,0.71875,16,96
model,mediator_compliance,rate,GPT-5 mini,Stag Hunt — Incident response,1.0,16,96
model,mediator_compliance,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.9375,16,96
model,mediator_compliance,rate,GPT-5 mini,Weighted mean,0.8984375,64,384
model,mediator_compliance,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.96875,16,96
model,mediator_compliance,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.96875,16,96
model,mediator_compliance,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,1.0,16,96
model,mediator_compliance,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,1.0,16,96
model,mediator_compliance,rate,Gemini 3 Flash Preview,Weighted mean,0.984375,64,384
model,mediator_compliance,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.96875,16,96
model,mediator_compliance,rate,Llama 3.3 70B,Chicken — Escalation,0.9375,16,96
model,mediator_compliance,rate,Llama 3.3 70B,Stag Hunt — Incident response,1.0,16,96
model,mediator_compliance,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,1.0,16,96
model,mediator_compliance,rate,Llama 3.3 70B,Weighted mean,0.9765625,64,384
model,mediator_compliance,rate,Average,Prisoner's Dilemma — Deployment race,0.921875,64,384
model,mediator_compliance,rate,Average,Chicken — Escalation,0.890625,64,384
model,mediator_compliance,rate,Average,Stag Hunt — Incident response,1.0,64,384
model,mediator_compliance,rate,Average,Battle of the Sexes — Protocol selection,0.984375,64,384
model,mediator_compliance,rate,Average,Weighted mean,0.94921875,256,1536
model,communication_honesty,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.6875,16,96
model,communication_honesty,rate,Claude Sonnet 4.5,Chicken — Escalation,0.8125,16,96
model,communication_honesty,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.46875,16,96
model,communication_honesty,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.375,16,96
model,communication_honesty,rate,Claude Sonnet 4.5,Weighted mean,0.5859375,64,384
model,communication_honesty,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.8125,16,96
model,communication_honesty,rate,GPT-5 mini,Chicken — Escalation,0.84375,16,96
model,communication_honesty,rate,GPT-5 mini,Stag Hunt — Incident response,0.1875,16,96
model,communication_honesty,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.25,16,96
model,communication_honesty,rate,GPT-5 mini,Weighted mean,0.5234375,64,384
model,communication_honesty,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.96875,16,96
model,communication_honesty,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.53125,16,96
model,communication_honesty,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.625,16,96
model,communication_honesty,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.125,16,96
model,communication_honesty,rate,Gemini 3 Flash Preview,Weighted mean,0.5625,64,384
model,communication_honesty,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.90625,16,96
model,communication_honesty,rate,Llama 3.3 70B,Chicken — Escalation,0.9375,16,96
model,communication_honesty,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.78125,16,96
model,communication_honesty,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.3125,16,96
model,communication_honesty,rate,Llama 3.3 70B,Weighted mean,0.734375,64,384
model,communication_honesty,rate,Average,Prisoner's Dilemma — Deployment race,0.84375,64,384
model,communication_honesty,rate,Average,Chicken — Escalation,0.78125,64,384
model,communication_honesty,rate,Average,Stag Hunt — Incident response,0.515625,64,384
model,communication_honesty,rate,Average,Battle of the Sexes — Protocol selection,0.265625,64,384
model,communication_honesty,rate,Average,Weighted mean,0.6015625,256,1536
model,confidence_calibration,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.7671479166666666,96,96
model,confidence_calibration,rate,Claude Sonnet 4.5,Chicken — Escalation,0.6335854166666667,96,96
model,confidence_calibration,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.8953567708333333,96,96
model,confidence_calibration,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.8290286458333332,96,96
model,confidence_calibration,rate,Claude Sonnet 4.5,Weighted mean,0.7812796875,384,384
model,confidence_calibration,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.6998208333333333,96,96
model,confidence_calibration,rate,GPT-5 mini,Chicken — Escalation,0.5454994791666666,96,96
model,confidence_calibration,rate,GPT-5 mini,Stag Hunt — Incident response,0.8539609375,96,96
model,confidence_calibration,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.7388692708333333,96,96
model,confidence_calibration,rate,GPT-5 mini,Weighted mean,0.7095376302083333,384,384
model,confidence_calibration,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.6706203125,96,96
model,confidence_calibration,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.6402411458333334,96,96
model,confidence_calibration,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.8678911458333333,96,96
model,confidence_calibration,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.7815333333333333,96,96
model,confidence_calibration,rate,Gemini 3 Flash Preview,Weighted mean,0.740071484375,384,384
model,confidence_calibration,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.6966369791666667,96,96
model,confidence_calibration,rate,Llama 3.3 70B,Chicken — Escalation,0.6449416666666666,96,96
model,confidence_calibration,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.8805161458333334,96,96
model,confidence_calibration,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.7658364583333332,96,96
model,confidence_calibration,rate,Llama 3.3 70B,Weighted mean,0.7469828124999999,384,384
model,confidence_calibration,rate,Average,Prisoner's Dilemma — Deployment race,0.7085565104166666,384,384
model,confidence_calibration,rate,Average,Chicken — Escalation,0.6160669270833333,384,384
model,confidence_calibration,rate,Average,Stag Hunt — Incident response,0.8744312499999999,384,384
model,confidence_calibration,rate,Average,Battle of the Sexes — Protocol selection,0.7788169270833333,384,384
model,confidence_calibration,rate,Average,Weighted mean,0.7444679036458334,1536,1536
model,declared_confidence,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.8183333333333334,96,96
model,declared_confidence,rate,Claude Sonnet 4.5,Chicken — Escalation,0.8310638297872341,94,96
model,declared_confidence,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.7908333333333334,96,96
model,declared_confidence,rate,Claude Sonnet 4.5,Battle of the Sexes — Protocol selection,0.7687499999999999,96,96
model,declared_confidence,rate,Claude Sonnet 4.5,Weighted mean,0.8020942408376963,382,384
model,declared_confidence,rate,GPT-5 mini,Prisoner's Dilemma — Deployment race,0.8447916666666666,96,96
model,declared_confidence,rate,GPT-5 mini,Chicken — Escalation,0.8609375,96,96
model,declared_confidence,rate,GPT-5 mini,Stag Hunt — Incident response,0.8129473684210526,95,96
model,declared_confidence,rate,GPT-5 mini,Battle of the Sexes — Protocol selection,0.7796875,96,96
model,declared_confidence,rate,GPT-5 mini,Weighted mean,0.824621409921671,383,384
model,declared_confidence,rate,Gemini 3 Flash Preview,Prisoner's Dilemma — Deployment race,0.9135416666666667,96,96
model,declared_confidence,rate,Gemini 3 Flash Preview,Chicken — Escalation,0.90625,96,96
model,declared_confidence,rate,Gemini 3 Flash Preview,Stag Hunt — Incident response,0.8677083333333333,96,96
model,declared_confidence,rate,Gemini 3 Flash Preview,Battle of the Sexes — Protocol selection,0.8470833333333333,96,96
model,declared_confidence,rate,Gemini 3 Flash Preview,Weighted mean,0.8836458333333334,384,384
model,declared_confidence,rate,Llama 3.3 70B,Prisoner's Dilemma — Deployment race,0.7651041666666667,96,96
model,declared_confidence,rate,Llama 3.3 70B,Chicken — Escalation,0.7302083333333332,96,96
model,declared_confidence,rate,Llama 3.3 70B,Stag Hunt — Incident response,0.7765624999999999,96,96
model,declared_confidence,rate,Llama 3.3 70B,Battle of the Sexes — Protocol selection,0.6958333333333333,96,96
model,declared_confidence,rate,Llama 3.3 70B,Weighted mean,0.7419270833333332,384,384
model,declared_confidence,rate,Average,Prisoner's Dilemma — Deployment race,0.8354427083333333,384,384
model,declared_confidence,rate,Average,Chicken — Escalation,0.8321204188481676,382,384
model,declared_confidence,rate,Average,Stag Hunt — Incident response,0.8120104438642297,383,384
model,declared_confidence,rate,Average,Battle of the Sexes — Protocol selection,0.7728385416666667,384,384
model,declared_confidence,rate,Average,Weighted mean,0.8130789302022179,1533,1536
model,belief_first_action,rate,Claude Sonnet 4.5,Prisoner's Dilemma — Deployment race,0.646875,80,96
model,belief_first_action,rate,Claude Sonnet 4.5,Chicken — Escalation,0.6256410256410256,78,96
model,belief_first_action,rate,Claude Sonnet 4.5,Stag Hunt — Incident response,0.669625,80,96
